,DB_ID,SKU,Store,Date,Unit Sales,Dollar Sales,Month,Year/Month,Week,Week of month,Period of month,Unit Cost,Profit,Day of the week
2790,1000672,8000520021,312,2015-05-14,4.0,39.96,5,2015-05,2015-19,2,Middle,7.5,9.96,4
2791,1000673,8000520021,312,2015-05-15,9.0,89.91,5,2015-05,2015-19,2,Middle,7.5,22.409999999999997,5
2792,1000674,8000520021,312,2015-05-16,14.0,139.86,5,2015-05,2015-19,2,Middle,7.5,34.860000000000014,6
2793,1000675,8000520021,312,2015-05-18,2.0,19.98,5,2015-05,2015-20,3,Middle,7.5,4.98,1
2794,1000676,8000520021,312,2015-05-19,4.0,39.96,5,2015-05,2015-20,3,Middle,7.5,9.96,2
2795,1000677,8000520021,312,2015-05-20,3.0,29.97,5,2015-05,2015-20,3,Middle,7.5,7.469999999999999,3
2796,1000678,8000520021,312,2015-05-21,6.0,59.94,5,2015-05,2015-20,3,Middle,7.5,14.939999999999998,4
2797,1000679,8000520021,312,2015-05-22,12.0,119.88,5,2015-05,2015-20,3,Middle,7.5,29.879999999999995,5
2798,1000680,8000520021,312,2015-05-23,13.0,129.87,5,2015-05,2015-20,3,Middle,7.5,32.370000000000005,6
2799,1000681,8000520021,312,2015-05-25,2.0,19.98,5,2015-05,2015-21,4,End,7.5,4.98,1
2800,1000682,8000520021,312,2015-05-26,3.0,29.97,5,2015-05,2015-21,4,End,7.5,7.469999999999999,2
2801,1000683,8000520021,312,2015-05-27,4.0,39.96,5,2015-05,2015-21,4,End,7.5,9.96,3
2802,1000684,8000520021,312,2015-05-28,5.0,49.95,5,2015-05,2015-21,4,End,7.5,12.450000000000003,4
2803,1000685,8000520021,312,2015-05-29,11.0,109.89,5,2015-05,2015-21,4,End,7.5,27.39,5
2804,1000686,8000520021,312,2015-05-30,13.0,129.87,5,2015-05,2015-21,4,End,7.5,32.370000000000005,6
2805,1000687,8000520021,312,2015-06-01,1.0,9.99,6,2015-06,2015-22,1,Beginning,7.5,2.49,1
2806,1000688,8000520021,312,2015-06-02,4.0,39.96,6,2015-06,2015-22,1,Beginning,7.5,9.96,2
2807,1000689,8000520021,312,2015-06-03,1.0,9.99,6,2015-06,2015-22,1,Beginning,7.5,2.49,3
2808,1000690,8000520021,312,2015-06-04,6.0,59.94,6,2015-06,2015-22,1,Beginning,7.5,14.939999999999998,4
2809,1000691,8000520021,312,2015-06-05,11.0,109.89,6,2015-06,2015-22,1,Beginning,7.5,27.39,5
2810,1000692,8000520021,312,2015-06-06,15.0,149.85,6,2015-06,2015-22,1,Beginning,7.5,37.349999999999994,6
2811,1000693,8000520021,312,2015-06-08,1.0,9.99,6,2015-06,2015-23,2,Middle,7.5,2.49,1
2812,1000694,8000520021,312,2015-06-09,3.0,29.97,6,2015-06,2015-23,2,Middle,7.5,7.469999999999999,2
2813,1000695,8000520021,312,2015-06-10,3.0,29.97,6,2015-06,2015-23,2,Middle,7.5,7.469999999999999,3
2814,1000696,8000520021,312,2015-06-11,6.0,59.94,6,2015-06,2015-23,2,Middle,7.5,14.939999999999998,4
2815,1000697,8000520021,312,2015-06-12,11.0,109.89,6,2015-06,2015-23,2,Middle,7.5,27.39,5
2816,1000698,8000520021,312,2015-06-13,17.0,169.83,6,2015-06,2015-23,2,Middle,7.5,42.33000000000001,6
2817,1000699,8000520021,312,2015-06-15,1.0,9.99,6,2015-06,2015-24,3,Middle,7.5,2.49,1
2818,1000700,8000520021,312,2015-06-16,3.0,29.97,6,2015-06,2015-24,3,Middle,7.5,7.469999999999999,2
2819,1000701,8000520021,312,2015-06-17,3.0,29.97,6,2015-06,2015-24,3,Middle,7.5,7.469999999999999,3
2820,1000702,8000520021,312,2015-06-18,7.0,69.93,6,2015-06,2015-24,3,Middle,7.5,17.430000000000007,4
2821,1000703,8000520021,312,2015-06-19,11.0,109.89,6,2015-06,2015-24,3,Middle,7.5,27.39,5
2822,1000704,8000520021,312,2015-06-20,12.0,119.88,6,2015-06,2015-24,3,Middle,7.5,29.879999999999995,6
2823,1000705,8000520021,312,2015-06-22,2.0,19.98,6,2015-06,2015-25,4,End,7.5,4.98,1
2824,1000706,8000520021,312,2015-06-23,3.0,29.97,6,2015-06,2015-25,4,End,7.5,7.469999999999999,2
2825,1000707,8000520021,312,2015-06-24,2.0,19.98,6,2015-06,2015-25,4,End,7.5,4.98,3
2826,1000708,8000520021,312,2015-06-25,4.0,39.96,6,2015-06,2015-25,4,End,7.5,9.96,4
2827,1000709,8000520021,312,2015-06-26,9.0,89.91,6,2015-06,2015-25,4,End,7.5,22.409999999999997,5
2828,1000710,8000520021,312,2015-06-27,10.0,99.9,6,2015-06,2015-25,4,End,7.5,24.900000000000006,6
2829,1000711,8000520021,312,2015-06-29,2.0,19.98,6,2015-06,2015-26,5,End,7.5,4.98,1
2830,1000712,8000520021,312,2015-06-30,3.0,29.97,6,2015-06,2015-26,5,End,7.5,7.469999999999999,2
2831,1000713,8000520021,312,2015-07-01,5.0,49.95,7,2015-07,2015-26,0,Beginning,7.5,12.450000000000003,3
2832,1000714,8000520021,312,2015-07-02,5.0,49.95,7,2015-07,2015-26,0,Beginning,7.5,12.450000000000003,4
2833,1000715,8000520021,312,2015-07-03,12.0,119.88,7,2015-07,2015-26,0,Beginning,7.5,29.879999999999995,5
2834,1000716,8000520021,312,2015-07-04,15.0,149.85,7,2015-07,2015-26,0,Beginning,7.5,37.349999999999994,6
2835,1000717,8000520021,312,2015-07-06,1.0,9.99,7,2015-07,2015-27,1,Beginning,7.5,2.49,1
2836,1000718,8000520021,312,2015-07-07,4.0,39.96,7,2015-07,2015-27,1,Beginning,7.5,9.96,2
2837,1000719,8000520021,312,2015-07-08,5.0,49.95,7,2015-07,2015-27,1,Beginning,7.5,12.450000000000003,3
2838,1000720,8000520021,312,2015-07-09,5.0,49.95,7,2015-07,2015-27,1,Beginning,7.5,12.450000000000003,4
2839,1000721,8000520021,312,2015-07-10,12.0,119.88,7,2015-07,2015-27,1,Beginning,7.5,29.879999999999995,5
2840,1000722,8000520021,312,2015-07-11,16.0,159.84,7,2015-07,2015-27,1,Beginning,7.5,39.84,6
2841,1000723,8000520021,312,2015-07-13,1.0,9.99,7,2015-07,2015-28,2,Middle,7.5,2.49,1
2842,1000724,8000520021,312,2015-07-14,3.0,29.97,7,2015-07,2015-28,2,Middle,7.5,7.469999999999999,2
2843,1000725,8000520021,312,2015-07-15,3.0,29.97,7,2015-07,2015-28,2,Middle,7.5,7.469999999999999,3
2844,1000726,8000520021,312,2015-07-16,6.0,59.94,7,2015-07,2015-28,2,Middle,7.5,14.939999999999998,4
2845,1000727,8000520021,312,2015-07-17,11.0,109.89,7,2015-07,2015-28,2,Middle,7.5,27.39,5
2846,1000728,8000520021,312,2015-07-18,16.0,159.84,7,2015-07,2015-28,2,Middle,7.5,39.84,6
2847,1000729,8000520021,312,2015-07-20,1.0,9.99,7,2015-07,2015-29,3,Middle,7.5,2.49,1
2848,1000730,8000520021,312,2015-07-21,3.0,29.97,7,2015-07,2015-29,3,Middle,7.5,7.469999999999999,2
2849,1000731,8000520021,312,2015-07-22,4.0,39.96,7,2015-07,2015-29,3,Middle,7.5,9.96,3
2850,1000732,8000520021,312,2015-07-23,6.0,59.94,7,2015-07,2015-29,3,Middle,7.5,14.939999999999998,4
2851,1000733,8000520021,312,2015-07-24,11.0,109.89,7,2015-07,2015-29,3,Middle,7.5,27.39,5
2852,1000734,8000520021,312,2015-07-25,14.0,139.86,7,2015-07,2015-29,3,Middle,7.5,34.860000000000014,6
2853,1000735,8000520021,312,2015-07-27,2.0,19.98,7,2015-07,2015-30,4,End,7.5,4.98,1
2854,1000736,8000520021,312,2015-07-28,4.0,39.96,7,2015-07,2015-30,4,End,7.5,9.96,2
2855,1000737,8000520021,312,2015-07-29,5.0,49.95,7,2015-07,2015-30,4,End,7.5,12.450000000000003,3
2856,1000738,8000520021,312,2015-07-30,4.0,39.96,7,2015-07,2015-30,4,End,7.5,9.96,4
2857,1000739,8000520021,312,2015-07-31,12.0,119.88,7,2015-07,2015-30,4,End,7.5,29.879999999999995,5
2858,1000740,8000520021,312,2015-08-01,13.0,129.87,8,2015-08,2015-30,0,Beginning,7.5,32.370000000000005,6
2859,1000741,8000520021,312,2015-08-03,1.0,9.99,8,2015-08,2015-31,1,Beginning,7.5,2.49,1
2860,1000742,8000520021,312,2015-08-04,2.0,19.98,8,2015-08,2015-31,1,Beginning,7.5,4.98,2
2861,1000743,8000520021,312,2015-08-05,3.0,29.97,8,2015-08,2015-31,1,Beginning,7.5,7.469999999999999,3
2862,1000744,8000520021,312,2015-08-06,3.0,29.97,8,2015-08,2015-31,1,Beginning,7.5,7.469999999999999,4
2863,1000745,8000520021,312,2015-08-07,10.0,99.9,8,2015-08,2015-31,1,Beginning,7.5,24.900000000000006,5
2864,1000746,8000520021,312,2015-08-08,16.0,159.84,8,2015-08,2015-31,1,Beginning,7.5,39.84,6
2865,1000747,8000520021,312,2015-08-10,2.0,19.98,8,2015-08,2015-32,2,Middle,7.5,4.98,1
2866,1000748,8000520021,312,2015-08-11,4.0,39.96,8,2015-08,2015-32,2,Middle,7.5,9.96,2
2867,1000749,8000520021,312,2015-08-12,2.0,19.98,8,2015-08,2015-32,2,Middle,7.5,4.98,3
2868,1000750,8000520021,312,2015-08-13,6.0,59.94,8,2015-08,2015-32,2,Middle,7.5,14.939999999999998,4
2869,1000751,8000520021,312,2015-08-14,12.0,119.88,8,2015-08,2015-32,2,Middle,7.5,29.879999999999995,5
2870,1000752,8000520021,312,2015-08-15,15.0,149.85,8,2015-08,2015-32,2,Middle,7.5,37.349999999999994,6
2871,1000753,8000520021,312,2015-08-17,1.0,9.99,8,2015-08,2015-33,3,Middle,7.5,2.49,1
2872,1000754,8000520021,312,2015-08-18,3.0,29.97,8,2015-08,2015-33,3,Middle,7.5,7.469999999999999,2
2873,1000755,8000520021,312,2015-08-19,4.0,39.96,8,2015-08,2015-33,3,Middle,7.5,9.96,3
2874,1000756,8000520021,312,2015-08-20,5.0,49.95,8,2015-08,2015-33,3,Middle,7.5,12.450000000000003,4
2875,1000757,8000520021,312,2015-08-21,12.0,119.88,8,2015-08,2015-33,3,Middle,7.5,29.879999999999995,5
2876,1000758,8000520021,312,2015-08-22,16.0,159.84,8,2015-08,2015-33,3,Middle,7.5,39.84,6
2877,1000759,8000520021,312,2015-08-25,2.0,19.98,8,2015-08,2015-34,4,End,7.5,4.98,2
2878,1000760,8000520021,312,2015-08-26,2.0,19.98,8,2015-08,2015-34,4,End,7.5,4.98,3
2879,1000761,8000520021,312,2015-08-27,3.0,29.97,8,2015-08,2015-34,4,End,7.5,7.469999999999999,4
2880,1000762,8000520021,312,2015-08-28,8.0,79.92,8,2015-08,2015-34,4,End,7.5,19.92,5
2881,1000763,8000520021,312,2015-08-29,11.0,109.89,8,2015-08,2015-34,4,End,7.5,27.39,6
2882,1000764,8000520021,312,2015-09-04,2.0,19.98,9,2015-09,2015-35,0,Beginning,7.5,4.98,5
2883,1000765,8000520021,312,2015-09-05,5.0,49.95,9,2015-09,2015-35,0,Beginning,7.5,12.450000000000003,6
2884,1000766,8000520021,312,2015-09-08,1.0,9.99,9,2015-09,2015-36,1,Beginning,7.5,2.49,2
2885,1000767,8000520021,312,2015-09-09,1.0,9.99,9,2015-09,2015-36,1,Beginning,7.5,2.49,3
2886,1000768,8000520021,312,2015-09-10,2.0,19.98,9,2015-09,2015-36,1,Beginning,7.5,4.98,4
2887,1000769,8000520021,312,2015-09-11,4.0,39.96,9,2015-09,2015-36,1,Beginning,7.5,9.96,5
2888,1000770,8000520021,312,2015-09-12,6.0,59.94,9,2015-09,2015-36,1,Beginning,7.5,14.939999999999998,6
2889,1000771,8000520021,312,2015-09-14,2.0,19.98,9,2015-09,2015-37,2,Middle,7.5,4.98,1
2890,1000772,8000520021,312,2015-09-15,5.0,49.95,9,2015-09,2015-37,2,Middle,7.5,12.450000000000003,2
2891,1000773,8000520021,312,2015-09-16,4.0,39.96,9,2015-09,2015-37,2,Middle,7.5,9.96,3
2892,1000774,8000520021,312,2015-09-17,4.0,39.96,9,2015-09,2015-37,2,Middle,7.5,9.96,4
2893,1000775,8000520021,312,2015-09-18,12.0,119.88,9,2015-09,2015-37,2,Middle,7.5,29.879999999999995,5
2894,1000776,8000520021,312,2015-09-19,14.0,139.86,9,2015-09,2015-37,2,Middle,7.5,34.860000000000014,6
2895,1000777,8000520021,312,2015-09-22,3.0,29.97,9,2015-09,2015-38,3,Middle,7.5,7.469999999999999,2
2896,1000778,8000520021,312,2015-09-23,2.0,19.98,9,2015-09,2015-38,3,Middle,7.5,4.98,3
2897,1000779,8000520021,312,2015-09-24,3.0,29.97,9,2015-09,2015-38,3,Middle,7.5,7.469999999999999,4
2898,1000780,8000520021,312,2015-09-25,7.0,69.93,9,2015-09,2015-38,3,Middle,7.5,17.430000000000007,5
2899,1000781,8000520021,312,2015-09-26,9.0,89.91,9,2015-09,2015-38,3,Middle,7.5,22.409999999999997,6
2900,1000782,8000520021,312,2015-09-29,3.0,29.97,9,2015-09,2015-39,4,End,7.5,7.469999999999999,2
2901,1000783,8000520021,312,2015-09-30,2.0,19.98,9,2015-09,2015-39,4,End,7.5,4.98,3
2902,1000784,8000520021,312,2015-10-01,3.0,29.97,10,2015-10,2015-39,0,Beginning,7.5,7.469999999999999,4
2903,1000785,8000520021,312,2015-10-02,9.0,89.91,10,2015-10,2015-39,0,Beginning,7.5,22.409999999999997,5
2904,1000786,8000520021,312,2015-10-03,10.0,99.9,10,2015-10,2015-39,0,Beginning,7.5,24.900000000000006,6
2905,1000787,8000520021,312,2015-10-06,2.0,19.98,10,2015-10,2015-40,1,Beginning,7.5,4.98,2
2906,1000788,8000520021,312,2015-10-07,2.0,19.98,10,2015-10,2015-40,1,Beginning,7.5,4.98,3
2907,1000789,8000520021,312,2015-10-08,3.0,29.97,10,2015-10,2015-40,1,Beginning,7.5,7.469999999999999,4
2908,1000790,8000520021,312,2015-10-09,7.0,69.93,10,2015-10,2015-40,1,Beginning,7.5,17.430000000000007,5
2909,1000791,8000520021,312,2015-10-10,12.0,119.88,10,2015-10,2015-40,1,Beginning,7.5,29.879999999999995,6
2910,1000792,8000520021,312,2015-10-12,1.0,9.99,10,2015-10,2015-41,2,Middle,7.5,2.49,1
2911,1000793,8000520021,312,2015-10-13,2.0,19.98,10,2015-10,2015-41,2,Middle,7.5,4.98,2
2912,1000794,8000520021,312,2015-10-14,2.0,19.98,10,2015-10,2015-41,2,Middle,7.5,4.98,3
2913,1000795,8000520021,312,2015-10-15,4.0,39.96,10,2015-10,2015-41,2,Middle,7.5,9.96,4
2914,1000796,8000520021,312,2015-10-16,6.0,59.94,10,2015-10,2015-41,2,Middle,7.5,14.939999999999998,5
2915,1000797,8000520021,312,2015-10-17,11.0,109.89,10,2015-10,2015-41,2,Middle,7.5,27.39,6
2916,1000798,8000520021,312,2015-10-23,2.0,19.98,10,2015-10,2015-42,3,Middle,7.5,4.98,5
2917,1000799,8000520021,312,2015-10-24,5.0,49.95,10,2015-10,2015-42,3,Middle,7.5,12.450000000000003,6
2918,1000800,8000520021,312,2015-10-27,2.0,19.98,10,2015-10,2015-43,4,End,7.5,4.98,2
2919,1000801,8000520021,312,2015-10-28,1.0,9.99,10,2015-10,2015-43,4,End,7.5,2.49,3
2920,1000802,8000520021,312,2015-10-29,2.0,19.98,10,2015-10,2015-43,4,End,7.5,4.98,4
2921,1000803,8000520021,312,2015-10-30,5.0,49.95,10,2015-10,2015-43,4,End,7.5,12.450000000000003,5
2922,1000804,8000520021,312,2015-10-31,6.0,59.94,10,2015-10,2015-43,4,End,7.5,14.939999999999998,6
2923,1000805,8000520021,312,2015-11-03,1.0,9.99,11,2015-11,2015-44,1,Beginning,7.5,2.49,2
2924,1000806,8000520021,312,2015-11-04,2.0,19.98,11,2015-11,2015-44,1,Beginning,7.5,4.98,3
2925,1000807,8000520021,312,2015-11-05,3.0,29.97,11,2015-11,2015-44,1,Beginning,7.5,7.469999999999999,4
2926,1000808,8000520021,312,2015-11-06,5.0,49.95,11,2015-11,2015-44,1,Beginning,7.5,12.450000000000003,5
2927,1000809,8000520021,312,2015-11-07,10.0,99.9,11,2015-11,2015-44,1,Beginning,7.5,24.900000000000006,6
2928,1000810,8000520021,312,2015-11-09,1.0,9.99,11,2015-11,2015-45,2,Middle,7.5,2.49,1
2929,1000811,8000520021,312,2015-11-10,2.0,19.98,11,2015-11,2015-45,2,Middle,7.5,4.98,2
2930,1000812,8000520021,312,2015-11-11,1.0,9.99,11,2015-11,2015-45,2,Middle,7.5,2.49,3
2931,1000813,8000520021,312,2015-11-12,2.0,19.98,11,2015-11,2015-45,2,Middle,7.5,4.98,4
2932,1000814,8000520021,312,2015-11-13,5.0,49.95,11,2015-11,2015-45,2,Middle,7.5,12.450000000000003,5
2933,1000815,8000520021,312,2015-11-14,7.0,69.93,11,2015-11,2015-45,2,Middle,7.5,17.430000000000007,6
2934,1000816,8000520021,312,2015-11-16,2.0,19.98,11,2015-11,2015-46,3,Middle,7.5,4.98,1
2935,1000817,8000520021,312,2015-11-17,3.0,29.97,11,2015-11,2015-46,3,Middle,7.5,7.469999999999999,2
2936,1000818,8000520021,312,2015-11-18,3.0,29.97,11,2015-11,2015-46,3,Middle,7.5,7.469999999999999,3
2937,1000819,8000520021,312,2015-11-19,5.0,49.95,11,2015-11,2015-46,3,Middle,7.5,12.450000000000003,4
2938,1000820,8000520021,312,2015-11-20,9.0,89.91,11,2015-11,2015-46,3,Middle,7.5,22.409999999999997,5
2939,1000821,8000520021,312,2015-11-21,11.0,109.89,11,2015-11,2015-46,3,Middle,7.5,27.39,6
2940,1000822,8000520021,312,2015-11-23,3.0,29.97,11,2015-11,2015-47,4,End,7.5,7.469999999999999,1
2941,1000823,8000520021,312,2015-11-24,4.0,39.96,11,2015-11,2015-47,4,End,7.5,9.96,2
2942,1000824,8000520021,312,2015-11-25,3.0,29.97,11,2015-11,2015-47,4,End,7.5,7.469999999999999,3
2943,1000825,8000520021,312,2015-11-26,6.0,59.94,11,2015-11,2015-47,4,End,7.5,14.939999999999998,4
2944,1000826,8000520021,312,2015-11-27,11.0,109.89,11,2015-11,2015-47,4,End,7.5,27.39,5
2945,1000827,8000520021,312,2015-11-28,13.0,129.87,11,2015-11,2015-47,4,End,7.5,32.370000000000005,6
2946,1000828,8000520021,312,2015-11-30,1.0,9.99,11,2015-11,2015-48,5,End,7.5,2.49,1
2947,1000829,8000520021,312,2015-12-01,3.0,29.97,12,2015-12,2015-48,0,Beginning,7.5,7.469999999999999,2
2948,1000830,8000520021,312,2015-12-02,2.0,19.98,12,2015-12,2015-48,0,Beginning,7.5,4.98,3
2949,1000831,8000520021,312,2015-12-03,4.0,39.96,12,2015-12,2015-48,0,Beginning,7.5,9.96,4
2950,1000832,8000520021,312,2015-12-04,10.0,99.9,12,2015-12,2015-48,0,Beginning,7.5,24.900000000000006,5
2951,1000833,8000520021,312,2015-12-05,13.0,129.87,12,2015-12,2015-48,0,Beginning,7.5,32.370000000000005,6
2952,1000834,8000520021,312,2015-12-07,1.0,9.99,12,2015-12,2015-49,1,Beginning,7.5,2.49,1
2953,1000835,8000520021,312,2015-12-08,3.0,29.97,12,2015-12,2015-49,1,Beginning,7.5,7.469999999999999,2
2954,1000836,8000520021,312,2015-12-09,3.0,29.97,12,2015-12,2015-49,1,Beginning,7.5,7.469999999999999,3
2955,1000837,8000520021,312,2015-12-10,3.0,29.97,12,2015-12,2015-49,1,Beginning,7.5,7.469999999999999,4
2956,1000838,8000520021,312,2015-12-11,8.0,79.92,12,2015-12,2015-49,1,Beginning,7.5,19.92,5
2957,1000839,8000520021,312,2015-12-12,9.0,89.91,12,2015-12,2015-49,1,Beginning,7.5,22.409999999999997,6
2958,1000840,8000520021,312,2015-12-14,1.0,9.99,12,2015-12,2015-50,2,Middle,7.5,2.49,1
2959,1000841,8000520021,312,2015-12-15,2.0,19.98,12,2015-12,2015-50,2,Middle,7.5,4.98,2
2960,1000842,8000520021,312,2015-12-16,2.0,19.98,12,2015-12,2015-50,2,Middle,7.5,4.98,3
2961,1000843,8000520021,312,2015-12-17,4.0,39.96,12,2015-12,2015-50,2,Middle,7.5,9.96,4
2962,1000844,8000520021,312,2015-12-18,8.0,79.92,12,2015-12,2015-50,2,Middle,7.5,19.92,5
2963,1000845,8000520021,312,2015-12-19,11.0,109.89,12,2015-12,2015-50,2,Middle,7.5,27.39,6
2964,1000846,8000520021,312,2015-12-22,2.0,19.98,12,2015-12,2015-51,3,Middle,7.5,4.98,2
2965,1000847,8000520021,312,2015-12-23,1.0,9.99,12,2015-12,2015-51,3,Middle,7.5,2.49,3
2966,1000848,8000520021,312,2015-12-24,3.0,29.97,12,2015-12,2015-51,3,Middle,7.5,7.469999999999999,4
2967,1000849,8000520021,312,2015-12-25,7.0,69.93,12,2015-12,2015-51,3,Middle,7.5,17.430000000000007,5
2968,1000850,8000520021,312,2015-12-26,13.0,129.87,12,2015-12,2015-51,3,Middle,7.5,32.370000000000005,6
2969,1000851,8000520021,312,2015-12-28,1.0,9.99,12,2015-12,2015-52,4,End,7.5,2.49,1
2970,1000852,8000520021,312,2015-12-29,1.0,9.99,12,2015-12,2015-52,4,End,7.5,2.49,2
2971,1000853,8000520021,312,2015-12-30,2.0,19.98,12,2015-12,2015-52,4,End,7.5,4.98,3
2972,1000854,8000520021,312,2015-12-31,2.0,19.98,12,2015-12,2015-52,4,End,7.5,4.98,4
2973,1000855,8000520021,312,2016-01-01,5.0,49.95,1,2016-01,2016-00,0,Beginning,7.5,12.450000000000003,5
2974,1000856,8000520021,312,2016-01-02,7.0,69.93,1,2016-01,2016-00,0,Beginning,7.5,17.430000000000007,6
2975,1000857,8000520021,312,2016-01-05,1.0,9.99,1,2016-01,2016-01,1,Beginning,7.5,2.49,2
2976,1000858,8000520021,312,2016-01-06,1.0,9.99,1,2016-01,2016-01,1,Beginning,7.5,2.49,3
2977,1000859,8000520021,312,2016-01-07,3.0,29.97,1,2016-01,2016-01,1,Beginning,7.5,7.469999999999999,4
2978,1000860,8000520021,312,2016-01-08,4.0,39.96,1,2016-01,2016-01,1,Beginning,7.5,9.96,5
2979,1000861,8000520021,312,2016-01-09,8.0,79.92,1,2016-01,2016-01,1,Beginning,7.5,19.92,6
2980,1000862,8000520021,312,2016-01-11,1.0,9.99,1,2016-01,2016-02,2,Middle,7.5,2.49,1
2981,1000863,8000520021,312,2016-01-12,3.0,29.97,1,2016-01,2016-02,2,Middle,7.5,7.469999999999999,2
2982,1000864,8000520021,312,2016-01-13,3.0,29.97,1,2016-01,2016-02,2,Middle,7.5,7.469999999999999,3
2983,1000865,8000520021,312,2016-01-14,3.0,29.97,1,2016-01,2016-02,2,Middle,7.5,7.469999999999999,4
2984,1000866,8000520021,312,2016-01-15,8.0,79.92,1,2016-01,2016-02,2,Middle,7.5,19.92,5
2985,1000867,8000520021,312,2016-01-16,13.0,129.87,1,2016-01,2016-02,2,Middle,7.5,32.370000000000005,6
2986,1000868,8000520021,312,2016-01-19,1.0,9.99,1,2016-01,2016-03,3,Middle,7.5,2.49,2
2987,1000869,8000520021,312,2016-01-20,2.0,19.98,1,2016-01,2016-03,3,Middle,7.5,4.98,3
2988,1000870,8000520021,312,2016-01-21,2.0,19.98,1,2016-01,2016-03,3,Middle,7.5,4.98,4
2989,1000871,8000520021,312,2016-01-22,5.0,49.95,1,2016-01,2016-03,3,Middle,7.5,12.450000000000003,5
2990,1000872,8000520021,312,2016-01-23,8.0,79.92,1,2016-01,2016-03,3,Middle,7.5,19.92,6
2991,1000873,8000520021,312,2016-01-25,1.0,9.99,1,2016-01,2016-04,4,End,7.5,2.49,1
2992,1000874,8000520021,312,2016-01-26,2.0,19.98,1,2016-01,2016-04,4,End,7.5,4.98,2
2993,1000875,8000520021,312,2016-01-27,2.0,19.98,1,2016-01,2016-04,4,End,7.5,4.98,3
2994,1000876,8000520021,312,2016-01-28,2.0,19.98,1,2016-01,2016-04,4,End,7.5,4.98,4
2995,1000877,8000520021,312,2016-01-29,7.0,69.93,1,2016-01,2016-04,4,End,7.5,17.430000000000007,5
2996,1000878,8000520021,312,2016-01-30,8.0,79.92,1,2016-01,2016-04,4,End,7.5,19.92,6
2997,1000879,8000520021,312,2016-02-02,2.0,19.98,2,2016-02,2016-05,1,Beginning,7.5,4.98,2
2998,1000880,8000520021,312,2016-02-03,4.0,39.96,2,2016-02,2016-05,1,Beginning,7.5,9.96,3
2999,1000881,8000520021,312,2016-02-04,5.0,49.95,2,2016-02,2016-05,1,Beginning,7.5,12.450000000000003,4
3000,1000882,8000520021,312,2016-02-05,9.0,89.91,2,2016-02,2016-05,1,Beginning,7.5,22.409999999999997,5
3001,1000883,8000520021,312,2016-02-06,11.0,109.89,2,2016-02,2016-05,1,Beginning,7.5,27.39,6
3002,1000884,8000520021,312,2016-02-09,1.0,9.99,2,2016-02,2016-06,2,Middle,7.5,2.49,2
3003,1000885,8000520021,312,2016-02-10,1.0,9.99,2,2016-02,2016-06,2,Middle,7.5,2.49,3
3004,1000886,8000520021,312,2016-02-11,2.0,19.98,2,2016-02,2016-06,2,Middle,7.5,4.98,4
3005,1000887,8000520021,312,2016-02-12,3.0,29.97,2,2016-02,2016-06,2,Middle,7.5,7.469999999999999,5
3006,1000888,8000520021,312,2016-02-13,5.0,49.95,2,2016-02,2016-06,2,Middle,7.5,12.450000000000003,6
3007,1000889,8000520021,312,2016-02-15,1.0,9.99,2,2016-02,2016-07,3,Middle,7.5,2.49,1
3008,1000890,8000520021,312,2016-02-16,1.0,9.99,2,2016-02,2016-07,3,Middle,7.5,2.49,2
3009,1000891,8000520021,312,2016-02-17,2.0,19.98,2,2016-02,2016-07,3,Middle,7.5,4.98,3
3010,1000892,8000520021,312,2016-02-18,3.0,29.97,2,2016-02,2016-07,3,Middle,7.5,7.469999999999999,4
3011,1000893,8000520021,312,2016-02-19,8.0,79.92,2,2016-02,2016-07,3,Middle,7.5,19.92,5
3012,1000894,8000520021,312,2016-02-20,11.0,109.89,2,2016-02,2016-07,3,Middle,7.5,27.39,6
3013,1000895,8000520021,312,2016-02-22,1.0,9.99,2,2016-02,2016-08,4,End,7.5,2.49,1
3014,1000896,8000520021,312,2016-02-23,3.0,29.97,2,2016-02,2016-08,4,End,7.5,7.469999999999999,2
3015,1000897,8000520021,312,2016-02-24,2.0,19.98,2,2016-02,2016-08,4,End,7.5,4.98,3
3016,1000898,8000520021,312,2016-02-25,5.0,49.95,2,2016-02,2016-08,4,End,7.5,12.450000000000003,4
3017,1000899,8000520021,312,2016-02-26,12.0,119.88,2,2016-02,2016-08,4,End,7.5,29.879999999999995,5
3018,1000900,8000520021,312,2016-02-27,14.0,139.86,2,2016-02,2016-08,4,End,7.5,34.860000000000014,6
3019,1000901,8000520021,312,2016-02-29,1.0,9.99,2,2016-02,2016-09,5,End,7.5,2.49,1
3020,1000902,8000520021,312,2016-03-01,4.0,39.96,3,2016-03,2016-09,0,Beginning,7.5,9.96,2
3021,1000903,8000520021,312,2016-03-02,3.0,29.97,3,2016-03,2016-09,0,Beginning,7.5,7.469999999999999,3
3022,1000904,8000520021,312,2016-03-03,5.0,49.95,3,2016-03,2016-09,0,Beginning,7.5,12.450000000000003,4
3023,1000905,8000520021,312,2016-03-04,11.0,109.89,3,2016-03,2016-09,0,Beginning,7.5,27.39,5
3024,1000906,8000520021,312,2016-03-05,13.0,129.87,3,2016-03,2016-09,0,Beginning,7.5,32.370000000000005,6
3025,1000907,8000520021,312,2016-03-07,1.0,9.99,3,2016-03,2016-10,1,Beginning,7.5,2.49,1
3026,1000908,8000520021,312,2016-03-08,2.0,19.98,3,2016-03,2016-10,1,Beginning,7.5,4.98,2
